Acc_BBAN,Acc_IBAN,Account_Opened_Date,Balance,Customer_Id,Deposit_Type,Maturity_Amt,Principal_Amt,Status,Tenure
KFQA64768310311450,GB69AWJJ17212161719084,15-04-1977,$261.87 ,189436,Recurring Deposit,$1.90 ,$38.02 ,Loan against TD,3-years
IQGO50113110796416,GB37YKVN64959791688103,11/3/1988,"$7,090.93 ",189436,Fixed Deposit,$0.18 ,$3.53 ,Matured,4-years
YOMS39587638096463,GB18CQPO63096742829676,19-12-2013,"$38,186.41 ",51902,Fixed Deposit,$0.39 ,$7.73 ,Pre-Matured,3-years
VADJ89104471313417,GB48QDJC30854568777972,7/4/2010,$3.01 ,51902,Fixed Deposit,"$1,571.56 ","$31,431.15 ",Pre-Matured,5-years
QFGA75053049674286,GB53FPYR34094551009501,29-03-1992,"$75,461.49 ",15922,Fixed Deposit,$0.19 ,$3.72 ,Pre-Matured,2-years
JKMM26943280109290,GB77JUCA19953127620500,28-01-1997,$1.17 ,101387,Fixed Deposit,$11.34 ,$226.82 ,Matured,3-years
SHLD25897802859841,GB52MTNX67484253387436,28-07-1987,"$1,181.91 ",147140,Fixed Deposit,"$1,923.47 ","$38,469.33 ",Pre-Matured,2-years
NGWJ16761417689181,GB05PGVJ66372424747510,16-12-1988,"$4,619.75 ",151684,Recurring Deposit,$20.57 ,$411.43 ,Pre-Matured,4-years
PTYC43965828312350,GB94XWPA23150027947235,22-08-2025,"$64,283.09 ",115975,Fixed Deposit,$0.30 ,$5.94 ,Pre-Matured,4-years
MXKC22527900512199,GB78MCSG38531807272698,21-07-2011,$4.62 ,115975,Recurring Deposit,$31.80 ,$636.04 ,Pre-Matured,2-years
APRS55695319208210,GB40FWCZ92598597259501,26-08-2004,"$39,544.41 ",118215,Fixed Deposit,"$2,770.90 ","$55,418.03 ",Pre-Matured,1-year
MCCO04928164662346,GB36CTEI99490881963814,27-10-2012,"$2,557.80 ",118215,Recurring Deposit,$258.09 ,"$5,161.70 ",Matured,5-years
BUMK20939314113477,GB19WDZJ31159378773102,3/1/2011,$207.68 ,140273,Recurring Deposit,$10.41 ,$208.14 ,Pre-Matured,5-years
XRSH23653113905226,GB91BDGN65533860708948,8/3/1987,$681.35 ,109470,Recurring Deposit,$13.84 ,$276.87 ,Matured,1-year
RTNN89159289435336,GB28WCGB20946286215952,21-07-2021,$67.11 ,109470,Recurring Deposit,"$3,731.20 ","$74,623.98 ",Loan against TD,2-years
UFXW22652140211240,GB29KLKF62196895204076,17-05-2017,$434.89 ,80103,Recurring Deposit,$7.35 ,$146.92 ,Matured,1-year
NKLI14562591884152,GB79YTTZ21599881628154,17-05-1998,$70.19 ,80103,Fixed Deposit,$37.84 ,$756.83 ,Pre-Matured,1-year
LQEW12240926769038,GB68LEHU87643509872894,11/11/1975,"$6,237.12 ",117630,Recurring Deposit,"$1,481.22 ","$29,624.33 ",Loan against TD,3-years
ZPWN50870525193421,GB74JOYM62164210262156,15-04-2002,$250.80 ,62761,Recurring Deposit,$0.38 ,$7.55 ,Pre-Matured,2-years
WNJY77525451515689,GB40WGVG59194638604562,7/1/1994,$6.97 ,78036,Recurring Deposit,$386.25 ,"$7,725.00 ",Matured,5-years
XGJK43830738183485,GB79HISZ53783244271373,25-01-1971,$67.56 ,43685,Fixed Deposit,$472.53 ,"$9,450.61 ",Matured,2-years
JHGB01341833221180,GB35NKAP03098098277804,26-12-2012,$0.29 ,33269,Fixed Deposit,$158.57 ,"$3,171.32 ",Pre-Matured,1-year
CCQV05958763775529,GB38MCGD86209124803285,18-03-2005,$68.93 ,85251,Fixed Deposit,$200.78 ,"$4,015.67 ",Loan against TD,5-years
BDWM69963383216095,GB25VHFZ78132380886950,26-02-1983,$716.09 ,85251,Fixed Deposit,$0.77 ,$15.45 ,Matured,5-years
TEAQ03252269716719,GB69ZGMV29515570350402,6/9/2020,$530.54 ,196011,Recurring Deposit,$0.30 ,$5.99 ,Loan against TD,1-year
GXZL76720924286213,GB67KICJ61847990043882,23-08-1997,$1.11 ,191213,Fixed Deposit,$1.91 ,$38.23 ,Pre-Matured,3-years
ZAWF10123175275953,GB30TCEE96992917182156,5/3/2014,"$3,763.93 ",191213,Fixed Deposit,$0.42 ,$8.43 ,Pre-Matured,4-years
YWJM95827769061459,GB33ESDE72606409860066,3/2/1977,$2.29 ,161480,Recurring Deposit,$0.27 ,$5.40 ,Matured,5-years
KYYI34332947324047,GB92PXKL74116001203587,17-05-1994,"$5,819.34 ",88905,Recurring Deposit,$3.32 ,$66.45 ,Matured,5-years
VUHM05456978644990,GB11RFYT63833426056416,29-01-1988,$65.63 ,88905,Fixed Deposit,$4.35 ,$86.95 ,Pre-Matured,3-years
OUUP11000646792875,GB14MSSN61657352729568,3/8/2012,"$4,212.42 ",95198,Fixed Deposit,"$2,148.46 ","$42,969.27 ",Pre-Matured,3-years
IIFC62977726967957,GB67WYNX98245380935054,21-11-1996,$11.08 ,95198,Fixed Deposit,$0.41 ,$8.21 ,Loan against TD,5-years
RIKP91667725045042,GB95DVJN32914906400680,7/5/2010,"$89,262.67 ",155943,Fixed Deposit,$0.05 ,$0.96 ,Loan against TD,3-years
TTXX59291881549987,GB25AXXG93444351786359,26-12-2008,$1.33 ,177255,Fixed Deposit,$0.01 ,$0.20 ,Pre-Matured,3-years
FWBF35128105398276,GB73OHIG31936011661420,14-02-1989,$60.16 ,148057,Fixed Deposit,"$1,086.95 ","$21,738.93 ",Pre-Matured,5-years
JMEV06307693024726,GB69HZUO53895675680011,11/12/2019,$87.51 ,148057,Recurring Deposit,$32.90 ,$657.94 ,Pre-Matured,1-year
GQZI70756447097086,GB79QOGI22281263527582,29-10-2006,$5.77 ,64222,Recurring Deposit,$942.14 ,"$18,842.85 ",Matured,2-years
SVQJ80970015442344,GB33PWPD28157422541457,14-02-2022,"$94,746.64 ",64222,Recurring Deposit,"$1,328.45 ","$26,569.04 ",Loan against TD,1-year
WULK75154999854292,GB14CVBG28092442176519,16-04-1988,"$83,647.54 ",90913,Recurring Deposit,$42.13 ,$842.65 ,Loan against TD,3-years
KGPA12026469450612,GB86HZHC26373126590811,20-06-2025,"$9,520.34 ",160252,Fixed Deposit,$5.65 ,$112.99 ,Matured,2-years
OCBN46615549142894,GB22TRJJ42233735151827,28-01-1980,"$3,640.55 ",147294,Recurring Deposit,$4.88 ,$97.65 ,Matured,1-year
BSTE58802368733358,GB78FHDR57343283464876,28-12-2016,$0.63 ,121624,Recurring Deposit,$35.95 ,$719.02 ,Pre-Matured,4-years
AANZ53283012219793,GB63YBJT35869829856082,13-10-2001,"$8,241.11 ",140705,Recurring Deposit,"$3,810.27 ","$76,205.32 ",Pre-Matured,4-years
BGIT78531277094238,GB80SJZN79768859626235,10/7/1971,$5.51 ,140705,Recurring Deposit,$3.74 ,$74.79 ,Matured,2-years
CGCP43642195952229,GB06TXYN84596953220515,6/10/2012,$529.82 ,86936,Recurring Deposit,$86.80 ,"$1,735.90 ",Matured,3-years
BKSP65900096990101,GB19HXPX19891598467751,11/4/2001,$774.81 ,86936,Fixed Deposit,$27.98 ,$559.67 ,Pre-Matured,5-years
VMMI15640771966728,GB17LPIN91963904247087,12/3/1988,"$63,762.65 ",155956,Fixed Deposit,$11.13 ,$222.66 ,Loan against TD,2-years
TLCG39794268089015,GB40SREM33708379330327,25-10-2010,"$51,753.92 ",185092,Fixed Deposit,$0.98 ,$19.65 ,Loan against TD,1-year
PPQJ70660523237000,GB63GCPJ48693449604951,1/11/1970,"$90,439.14 ",7007,Fixed Deposit,$324.34 ,"$6,486.86 ",Loan against TD,4-years
VYZT44106533741352,GB53GARH90831113842505,25-02-2013,$0.46 ,157078,Fixed Deposit,$15.59 ,$311.84 ,Loan against TD,1-year
UJVU68833346760444,GB52STSK93718546396691,11/7/2001,$6.01 ,113814,Recurring Deposit,$1.18 ,$23.69 ,Loan against TD,2-years
DPPW04676054842853,GB12VEGT74159747321755,17-02-1976,"$4,673.20 ",34047,Fixed Deposit,$368.60 ,"$7,372.08 ",Matured,3-years
RSFN34090987813826,GB11KDGH88207371323652,26-07-1990,$8.12 ,28859,Recurring Deposit,$0.97 ,$19.45 ,Matured,3-years
FDRZ03815968998425,GB36SVCX73249489759745,1/10/2021,"$1,987.98 ",62071,Recurring Deposit,"$1,209.15 ","$24,182.93 ",Loan against TD,5-years
YNCG25737016545198,GB54JAHM37814849511408,12/6/1998,$9.79 ,92237,Fixed Deposit,$1.41 ,$28.15 ,Matured,3-years
ATGG68654524217085,GB37QMLP53023564602008,27-05-2002,"$70,874.02 ",146362,Fixed Deposit,$0.18 ,$3.55 ,Loan against TD,1-year
IBDG43904530985813,GB02AIQL29829800497089,21-11-2015,$710.22 ,172220,Fixed Deposit,$359.65 ,"$7,193.04 ",Loan against TD,5-years
YBIN53897577883024,GB18FVIR69868317912087,5/5/2020,$36.62 ,172220,Fixed Deposit,$331.01 ,"$6,620.13 ",Matured,3-years
FRCL28160357913327,GB82GNQT16525031382725,8/12/1997,$42.04 ,22480,Recurring Deposit,"$1,750.19 ","$35,003.84 ",Matured,5-years
CBIZ27397469106936,GB80SMJX27033621696336,10/3/2020,"$80,000.59 ",22480,Recurring Deposit,$0.50 ,$9.98 ,Matured,2-years
SUJB21878174009274,GB38ZKAN99997011207200,13-08-2010,$4.52 ,111182,Recurring Deposit,$3.61 ,$72.12 ,Matured,2-years
AMCY46110833158838,GB49BTIV37008999313792,16-04-1988,$54.17 ,194922,Fixed Deposit,$2.19 ,$43.81 ,Matured,2-years
PQQZ91297269551304,GB96DHYI49189247872158,20-10-1970,"$4,067.71 ",194922,Recurring Deposit,$0.28 ,$5.59 ,Pre-Matured,5-years
KNPK52921869320076,GB48VQBN29585426322726,6/11/2012,"$75,643.91 ",97077,Fixed Deposit,$0.49 ,$9.85 ,Loan against TD,5-years
IIVO37550175770825,GB11DURL58852453949206,16-02-2023,$73.95 ,97077,Fixed Deposit,$3.90 ,$78.00 ,Loan against TD,1-year
WHSW76877805425628,GB47MIBM83478701395667,1/4/1972,$810.68 ,103356,Fixed Deposit,$15.87 ,$317.40 ,Pre-Matured,2-years
QSSU11679736192600,GB29GRHY96052614101373,13-10-2017,$3.61 ,199278,Fixed Deposit,$0.19 ,$3.73 ,Matured,2-years
SFVY87009546729621,GB06EEFA32872127305191,9/10/1994,"$2,862.61 ",104019,Recurring Deposit,$4.68 ,$93.62 ,Pre-Matured,2-years
DLBM32374085273691,GB31ZJDH84888189241341,24-04-1972,"$69,715.67 ",104019,Fixed Deposit,$4.94 ,$98.89 ,Pre-Matured,2-years
JPGA65419733014037,GB84DTHG83688405118251,20-03-2005,$8.78 ,40104,Fixed Deposit,$0.72 ,$14.40 ,Pre-Matured,5-years
PLST25156275301466,GB08LFZA56897740217202,1/2/1980,$115.09 ,40104,Recurring Deposit,$0.00 ,$0.08 ,Loan against TD,3-years
EZAK19112170463283,GB79PHXY32005239235208,16-03-2007,"$9,857.94 ",37336,Fixed Deposit,"$4,428.67 ","$88,573.42 ",Pre-Matured,2-years
QRNU66480926188134,GB67OWZF05531990329184,15-08-1990,$31.45 ,37336,Fixed Deposit,$0.36 ,$7.25 ,Loan against TD,5-years
ZZKF17940944382394,GB04NIUI04853108840083,31-10-2020,$0.16 ,63376,Fixed Deposit,$234.51 ,"$4,690.23 ",Loan against TD,5-years
XWWL80733713632890,GB78QGNZ83764716415249,26-03-1979,$50.06 ,6232,Recurring Deposit,$419.31 ,"$8,386.10 ",Loan against TD,2-years
SFWL84247587994261,GB84TEAW26498065650691,6/7/2010,"$5,796.15 ",23232,Recurring Deposit,$2.12 ,$42.42 ,Pre-Matured,3-years
NOMA75589194052470,GB57TOGS73572011230201,28-08-2001,"$5,986.63 ",23232,Recurring Deposit,$105.15 ,"$2,103.02 ",Matured,2-years
WAPV33855225674272,GB95ITMA90156051527851,18-02-2005,"$8,503.33 ",81064,Recurring Deposit,$28.82 ,$576.47 ,Loan against TD,1-year
ZSPT05873036239125,GB58IPBB85797951440202,3/12/1974,$743.56 ,81064,Fixed Deposit,$0.25 ,$5.06 ,Loan against TD,2-years
NOSE30457660713311,GB58RGYK10279730256737,28-12-1998,$88.78 ,37536,Recurring Deposit,$11.63 ,$232.64 ,Pre-Matured,4-years
JGPM06421572513638,GB35LHBF96217966136361,14-12-2003,"$4,006.00 ",37536,Recurring Deposit,$4.96 ,$99.18 ,Matured,4-years
YBBO40744309124362,GB24SNWF22819609022420,29-06-2009,$41.77 ,125083,Fixed Deposit,"$3,566.60 ","$71,332.00 ",Matured,2-years
CGTS01441278716589,GB28QYAM24170498791946,27-09-1996,"$27,642.91 ",187899,Recurring Deposit,$0.02 ,$0.48 ,Matured,3-years
NTEB14794777688998,GB71ZCMC40158277629248,25-03-1971,$450.06 ,187899,Fixed Deposit,$416.30 ,"$8,326.07 ",Matured,4-years
DVEU31942565565583,GB28NCJQ02384033074851,14-02-1984,"$94,008.58 ",194589,Fixed Deposit,$557.60 ,"$11,152.05 ",Matured,2-years
XJEY98771144026577,GB91YPHS46909565384524,21-12-2001,"$89,617.44 ",154836,Fixed Deposit,"$2,429.47 ","$48,589.46 ",Pre-Matured,1-year
ZMAE03570963591394,GB07GCBK06567205637012,15-02-2007,"$8,309.07 ",154836,Fixed Deposit,$500.39 ,"$10,007.78 ",Matured,5-years
OXKP68597516509493,GB32NHWF91384428481140,29-07-1971,"$21,294.35 ",83244,Recurring Deposit,$0.33 ,$6.50 ,Pre-Matured,4-years
ONRA51617338084810,GB65AEKT14626621356745,9/7/2022,$63.29 ,83244,Fixed Deposit,"$1,241.39 ","$24,827.79 ",Loan against TD,4-years
EGQZ98509920338470,GB02VODW17382292277603,14-01-2024,"$1,564.11 ",60238,Recurring Deposit,$354.50 ,"$7,090.05 ",Pre-Matured,5-years
WMKJ89371251906321,GB30IFXG25170352068596,21-06-2008,"$25,391.50 ",39976,Recurring Deposit,"$3,344.55 ","$66,891.05 ",Loan against TD,4-years
ZLDZ23197216505109,GB07JGEQ48120806150326,28-12-2011,"$59,257.98 ",121122,Recurring Deposit,$451.81 ,"$9,036.14 ",Matured,4-years
QUGW44001271763598,GB29CMLL52508208014752,25-08-1977,$210.56 ,52617,Fixed Deposit,$2.56 ,$51.16 ,Loan against TD,3-years
KASY05236358104130,GB92FDHB08845393974896,7/5/2021,"$5,859.67 ",52617,Fixed Deposit,$2.22 ,$44.38 ,Loan against TD,3-years
CGBS80375374950287,GB98AMPP74028448693467,19-04-2018,$7.91 ,37053,Recurring Deposit,$0.08 ,$1.53 ,Pre-Matured,4-years
XQOU98550779880957,GB42DNXX40779699769821,26-12-2015,$395.34 ,159925,Recurring Deposit,"$2,252.19 ","$45,043.70 ",Matured,5-years
FWHT27584941547199,GB07NGGA55184762388040,25-08-1978,"$3,464.04 ",38578,Recurring Deposit,$24.62 ,$492.48 ,Pre-Matured,3-years
DRGK79807301124683,GB29ASZN55386655408936,25-10-1988,"$2,390.94 ",98103,Recurring Deposit,$0.17 ,$3.47 ,Matured,1-year
PMVH03857786689827,GB59BOBS95774101244865,5/5/1990,$3.98 ,102471,Recurring Deposit,"$3,266.19 ","$65,323.81 ",Matured,3-years
MEVO79205931423306,GB11INXL76393004449017,4/9/1996,"$7,303.81 ",80703,Recurring Deposit,"$4,541.59 ","$90,831.85 ",Loan against TD,5-years
CPGE86405617760688,GB17ISTR25166634238825,30-07-2002,"$62,344.05 ",80703,Recurring Deposit,$45.83 ,$916.57 ,Loan against TD,2-years
VSLD71041078395474,GB43SYHZ79216299758874,6/4/2004,$932.55 ,121422,Fixed Deposit,$25.14 ,$502.77 ,Pre-Matured,1-year
EKKL09431555425050,GB29WJXC40476078385150,13-05-1986,$3.14 ,121422,Recurring Deposit,$404.31 ,"$8,086.12 ",Loan against TD,4-years
FPOI28378913732490,GB43KNOG75678696292754,23-11-1980,"$6,418.49 ",103153,Fixed Deposit,$397.30 ,"$7,946.04 ",Matured,1-year
CFHL85876949508723,GB63JMYB85609138835047,9/12/2007,"$85,967.18 ",103153,Fixed Deposit,$0.42 ,$8.38 ,Matured,4-years
SSAU32137679623957,GB03USEF16764355528215,6/12/1998,$627.73 ,21782,Fixed Deposit,$0.04 ,$0.89 ,Matured,4-years
CONL54784594960109,GB92PQFA49232454325881,20-12-1981,"$6,783.35 ",21782,Fixed Deposit,"$2,557.67 ","$51,153.36 ",Loan against TD,2-years
NBIP34389408425087,GB23OQRH33914577218310,21-12-2010,$499.40 ,145912,Fixed Deposit,"$3,266.73 ","$65,334.69 ",Loan against TD,1-year
BEEH33065822386164,GB45IXUQ45635328234324,11/8/2005,"$5,600.93 ",10820,Recurring Deposit,$0.27 ,$5.39 ,Matured,5-years
QUTI68143906822341,GB35QDBN40549634946063,20-01-2012,"$4,462.39 ",10820,Fixed Deposit,$1.21 ,$24.16 ,Matured,3-years
EGYZ74001482631999,GB74QWRY59654611582303,1/4/1995,$930.33 ,169699,Fixed Deposit,$0.41 ,$8.27 ,Loan against TD,1-year
NVMK26054621105250,GB82HQJK30678427265822,24-01-2018,$9.71 ,144291,Fixed Deposit,$3.26 ,$65.21 ,Matured,2-years
FHHL36284618843625,GB90MFXX47499148397881,8/3/1971,"$4,924.60 ",144291,Fixed Deposit,$8.70 ,$173.99 ,Matured,1-year
KLWD94998862328185,GB89JAJH45504823541161,23-04-1973,$452.46 ,22712,Fixed Deposit,$0.35 ,$6.90 ,Loan against TD,5-years
UAFL45323655384157,GB17PLMG56518760321877,30-10-2009,$9.06 ,22712,Recurring Deposit,$0.29 ,$5.86 ,Pre-Matured,4-years
IQQY91970153642099,GB05QOJH04946100285753,15-01-1976,"$3,650.05 ",105518,Recurring Deposit,$2.45 ,$48.90 ,Matured,3-years
OHKM47187881323411,GB75GFAB00926896293254,18-08-1994,$26.49 ,113301,Fixed Deposit,$712.45 ,"$14,248.94 ",Matured,5-years
VAPB40351366306695,GB70MUBB39449158245290,21-06-1974,"$20,100.39 ",86691,Recurring Deposit,$0.44 ,$8.85 ,Pre-Matured,1-year
QPDQ31376742053559,GB48KEHE06783454874174,29-09-2015,$77.44 ,86691,Recurring Deposit,$25.73 ,$514.53 ,Pre-Matured,2-years
XLLQ67925335475612,GB88EWFW92041437908173,19-02-2008,"$18,402.90 ",11038,Recurring Deposit,"$3,049.04 ","$60,980.88 ",Pre-Matured,5-years
SXIQ25622674180273,GB73LRSF73933977891189,22-10-2013,$829.19 ,156157,Recurring Deposit,"$4,837.34 ","$96,746.74 ",Loan against TD,1-year
TPPK49804975204309,GB54WMVM52329597167802,9/9/1993,"$9,834.70 ",156157,Recurring Deposit,$0.28 ,$5.54 ,Matured,3-years
YTQG61943692080908,GB10MSSP49472515167677,11/9/2010,$343.73 ,133792,Recurring Deposit,$0.30 ,$6.05 ,Pre-Matured,5-years
DYTS83650092790287,GB26APZM61588710278146,20-07-1997,$204.23 ,133792,Fixed Deposit,$1.95 ,$38.91 ,Pre-Matured,2-years
VXCQ38174030774539,GB84FIUJ17206487786560,3/12/2019,"$17,684.82 ",169592,Recurring Deposit,"$1,113.23 ","$22,264.56 ",Loan against TD,5-years
LSIK81780429689612,GB13JTZX59733567301811,7/4/1990,$72.75 ,169592,Recurring Deposit,$248.41 ,"$4,968.17 ",Matured,1-year
PJBL83685618068317,GB92KGKY84262908883408,22-03-2003,$3.72 ,25154,Recurring Deposit,$0.04 ,$0.84 ,Loan against TD,3-years
XHRW43235784380264,GB34QDOY24973879486797,15-11-2014,$77.80 ,25154,Fixed Deposit,$2.25 ,$45.03 ,Loan against TD,1-year
CGJK05671908959638,GB82FAQD46240094554252,14-11-2002,$31.19 ,83331,Recurring Deposit,$0.09 ,$1.76 ,Matured,4-years
WFYK42936812460536,GB54EKVI86066858620266,9/5/2018,$98.95 ,83331,Fixed Deposit,$254.98 ,"$5,099.62 ",Loan against TD,1-year
QDIO29326711274027,GB71OOSR77033104058610,22-12-2002,"$56,090.08 ",184826,Fixed Deposit,$0.00 ,$0.04 ,Pre-Matured,1-year
OMVT10581594908766,GB16DQRD89440247648107,26-08-2010,"$69,772.15 ",184826,Fixed Deposit,$210.44 ,"$4,208.72 ",Loan against TD,1-year
KKHB63832819429940,GB65TGWD58444670747501,4/4/2010,$6.24 ,9292,Fixed Deposit,$25.72 ,$514.44 ,Pre-Matured,5-years
QMIR02199602377956,GB98XIRC29152904620328,16-09-1979,$72.62 ,9292,Recurring Deposit,$14.53 ,$290.63 ,Matured,1-year
ICRG65472279189550,GB82WMWO04051290874904,16-08-2023,$835.43 ,142360,Recurring Deposit,$226.54 ,"$4,530.85 ",Loan against TD,1-year
FZFF15858380682431,GB29UGGR94756211041763,21-11-1999,$4.25 ,133352,Fixed Deposit,$3.85 ,$77.06 ,Pre-Matured,4-years
PRYZ82917212566218,GB48HWRB21242745743989,9/9/2022,$329.06 ,133352,Recurring Deposit,$6.80 ,$136.07 ,Loan against TD,1-year
YMWM34130341512822,GB08ADSU43149096240948,30-10-2016,"$96,430.63 ",89663,Fixed Deposit,$1.92 ,$38.46 ,Loan against TD,5-years
EFIX82274766010523,GB11QBUK24316348075227,6/10/2017,$1.71 ,26152,Recurring Deposit,$4.15 ,$83.05 ,Pre-Matured,4-years
GOCQ05167301143418,GB88ZMRX63484373827531,19-05-2004,$4.53 ,88876,Fixed Deposit,"$3,907.11 ","$78,142.27 ",Matured,3-years
HTCV15972699962735,GB58WPYH00312425192145,27-04-2002,$338.98 ,29900,Recurring Deposit,$37.22 ,$744.35 ,Loan against TD,4-years
HDKM75829460030321,GB15GNZL28509515866925,15-06-1970,"$99,152.08 ",29900,Fixed Deposit,$0.26 ,$5.13 ,Matured,2-years
JIUQ75430224255703,GB82MDOI60102843131254,27-07-1976,$2.85 ,186192,Recurring Deposit,$159.79 ,"$3,195.83 ",Matured,1-year
QVNA02837918203441,GB95SZFT49765009301494,23-12-1994,"$7,279.54 ",133459,Recurring Deposit,$10.22 ,$204.43 ,Matured,4-years
IOEO81393728984655,GB15GDCE74491394438280,25-04-1977,"$4,403.94 ",133459,Fixed Deposit,$669.34 ,"$13,386.77 ",Pre-Matured,5-years
JSJN24395490294099,GB44JPAE88563063274089,9/2/1994,$279.17 ,143742,Recurring Deposit,"$4,462.74 ","$89,254.71 ",Matured,1-year
OJXX83580409716844,GB03OMVG85195989629387,12/4/1996,"$36,990.49 ",186828,Recurring Deposit,$452.57 ,"$9,051.35 ",Pre-Matured,4-years
LJLM97995706082752,GB39IYHP58429254259365,15-11-1986,"$73,119.76 ",155242,Recurring Deposit,$2.16 ,$43.22 ,Matured,3-years
GHOU57807485517072,GB53WISZ47958431038111,15-01-1981,$730.96 ,92258,Recurring Deposit,$20.76 ,$415.20 ,Loan against TD,2-years
NFEJ14966521300810,GB61IJCD05622210504906,10/7/1989,"$48,645.28 ",92258,Fixed Deposit,$4.47 ,$89.39 ,Pre-Matured,4-years
XEZF70157910759245,GB30FXOI94450058528233,30-10-2009,"$26,043.21 ",145088,Fixed Deposit,$0.28 ,$5.66 ,Loan against TD,1-year
FUWD53806899410323,GB82AIOR85332085938101,2/10/2022,$8.40 ,145088,Fixed Deposit,$662.52 ,"$13,250.47 ",Loan against TD,3-years
CYNQ43278278749550,GB37SQXR31700159978061,5/7/2002,"$6,964.99 ",169215,Recurring Deposit,$0.35 ,$6.94 ,Matured,3-years
SBCR88065976070409,GB62CKAC40942554736375,6/10/1986,$981.27 ,171524,Fixed Deposit,$144.35 ,"$2,887.00 ",Matured,1-year
CELA16240044306712,GB21SFAI17210064486474,9/2/1979,$520.76 ,144850,Fixed Deposit,$0.49 ,$9.83 ,Matured,1-year
KUMX65106511443360,GB24VFSQ41822141629742,22-01-1988,"$2,654.57 ",144850,Recurring Deposit,$0.88 ,$17.62 ,Matured,1-year
VGQY95725149388937,GB98QTZZ38609084035798,29-12-1980,$5.71 ,153723,Fixed Deposit,$5.95 ,$119.08 ,Loan against TD,4-years
FGLW12176320743201,GB81OUSM90420433051766,24-01-2002,"$5,153.11 ",159229,Fixed Deposit,$4.32 ,$86.43 ,Matured,3-years
JHTN84553709825711,GB81JTFN05579006011354,23-09-1986,$902.17 ,159229,Recurring Deposit,$0.90 ,$18.07 ,Matured,2-years
AXEY30155272870565,GB40XTGH02396514235036,16-11-2025,$24.14 ,13437,Recurring Deposit,$261.41 ,"$5,228.21 ",Loan against TD,1-year
SDGY18701454776107,GB38TTAU86355475969815,3/6/2012,$349.47 ,164185,Recurring Deposit,$1.92 ,$38.49 ,Pre-Matured,2-years
AUBG54690175821416,GB11DPBN60592285663598,19-08-2001,$12.52 ,164185,Fixed Deposit,$307.83 ,"$6,156.69 ",Loan against TD,1-year
ZQJC54958974540947,GB97KHTT05277546210942,30-06-1970,"$64,432.37 ",149380,Recurring Deposit,"$1,116.40 ","$22,327.94 ",Pre-Matured,1-year
VUQA98892932956736,GB09IYOT67274427517816,25-11-1974,$57.82 ,104792,Fixed Deposit,$2.23 ,$44.58 ,Matured,5-years
ZLVZ85262236285420,GB43YEXT67696670851951,13-07-1979,"$94,334.15 ",104792,Recurring Deposit,"$1,755.42 ","$35,108.44 ",Loan against TD,3-years
IWFX94236759513073,GB18WOMP61364298057346,12/7/1972,"$7,055.96 ",84964,Fixed Deposit,$203.90 ,"$4,078.03 ",Pre-Matured,4-years
SQDK22390180710809,GB85JTTV66762137836522,30-12-1972,$416.45 ,84964,Recurring Deposit,"$2,020.08 ","$40,401.65 ",Matured,2-years
XJVI53876840659216,GB83QBIA64474326678460,31-07-2026,"$73,264.02 ",97884,Recurring Deposit,$4.56 ,$91.22 ,Pre-Matured,4-years
LRUH68634176206994,GB52BBVG64016811372327,19-02-1986,$99.98 ,97884,Recurring Deposit,$3.71 ,$74.13 ,Matured,2-years
ZZNY78386068018261,GB69UWPW23320283428094,5/1/1990,$204.74 ,30292,Recurring Deposit,"$3,277.75 ","$65,554.96 ",Pre-Matured,4-years
XDDY88448488368540,GB52UDPM25407313850740,27-01-1986,"$88,338.57 ",107713,Fixed Deposit,$2.65 ,$52.96 ,Pre-Matured,4-years
QIUB60499194283691,GB42QRGK85280604291288,14-10-2009,"$16,230.04 ",78314,Fixed Deposit,"$2,478.26 ","$49,565.27 ",Loan against TD,2-years
OEIB43628495316767,GB92UIAV88616691369786,20-08-1997,$3.32 ,78314,Recurring Deposit,$4.96 ,$99.22 ,Loan against TD,5-years
ZEMV60481431314712,GB31QBCX74162477283097,28-08-1978,$321.86 ,66004,Fixed Deposit,$85.54 ,"$1,710.80 ",Loan against TD,3-years
LGBJ96447679971170,GB34DSGW01708418290400,3/7/1978,$0.77 ,87380,Fixed Deposit,"$4,088.06 ","$81,761.22 ",Loan against TD,5-years
CLCQ78541766656851,GB10NSTH42374089240283,2/11/1982,$78.86 ,87380,Recurring Deposit,$16.16 ,$323.25 ,Loan against TD,3-years
LCPC92092481103176,GB68JFWR94079549567595,13-07-1988,"$29,276.05 ",42002,Recurring Deposit,$34.36 ,$687.24 ,Loan against TD,3-years
EGKY79622560343326,GB08BFEI92481713260304,26-03-1992,"$6,152.48 ",42002,Fixed Deposit,$48.50 ,$970.06 ,Matured,1-year
AGIB49363567932012,GB58JBTK48135327286212,13-02-1981,$1.29 ,53536,Recurring Deposit,$201.94 ,"$4,038.70 ",Matured,3-years
